cliente_id,mes,etiqueta,ingreso_mxn,gastos_mxn,ahorro_mxn,ahorro_acumulado_mxn,saldo_tarjeta_mxn,uso_limite_pct,score_crediticio,pagos_atrasados
CLI096,2026-06,Jun,32939,29804,3135,27032,0,0.0,716,1
CLI096,2026-07,Jul,33629,29772,3856,27782,0,0.0,719,0
CLI096,2026-08,Ago,32965,30863,2102,28190,0,0.0,716,0
CLI097,2026-01,Ene,31430,20805,10625,9749,18177,20.8,661,0
CLI097,2026-02,Feb,32507,17567,14939,10608,17182,19.6,652,1
CLI097,2026-03,Mar,32399,19453,12946,11352,17376,19.9,654,0
CLI097,2026-04,Abr,31647,18929,12718,12083,17009,19.4,650,0
CLI097,2026-05,May,32302,17950,14352,12908,16766,19.2,648,0
CLI097,2026-06,Jun,32011,19340,12672,13637,16970,19.4,647,0
CLI097,2026-07,Jul,32054,20918,11136,14277,15951,18.2,647,0
CLI097,2026-08,Ago,31755,19209,12546,14998,15052,17.2,650,0
CLI098,2026-01,Ene,18262,11702,6560,8114,13323,59.0,708,0
CLI098,2026-02,Feb,18607,12175,6432,9206,14552,64.4,710,0
CLI098,2026-03,Mar,18399,12192,6207,10260,15265,67.6,707,0
CLI098,2026-04,Abr,18124,11553,6571,11375,15447,68.4,704,0
CLI098,2026-05,May,18056,12057,5998,12394,16582,73.4,695,1
CLI098,2026-06,Jun,18751,13735,5016,13245,16830,74.5,696,0
CLI098,2026-07,Jul,18439,12604,5835,14236,18369,81.3,693,0
CLI098,2026-08,Ago,18392,12647,5745,15211,18455,81.7,694,0
CLI099,2026-01,Ene,195685,154344,41340,8608,95480,32.5,591,0
CLI099,2026-02,Feb,196898,154536,42362,9082,96010,32.7,596,0
CLI099,2026-03,Mar,196169,136018,60151,9756,98847,33.7,599,0
CLI099,2026-04,Abr,190080,138708,51372,10332,95460,32.5,603,0
CLI099,2026-05,May,201147,135995,65152,11062,100279,34.2,609,0
CLI099,2026-06,Jun,197894,156165,41729,11530,104487,35.6,610,0
CLI099,2026-07,Jul,200675,156880,43795,12021,107123,36.5,617,0
CLI099,2026-08,Ago,195393,144155,51238,12595,105027,35.8,618,0
CLI100,2026-01,Ene,34986,23695,11292,2719,44429,55.4,731,0
CLI100,2026-02,Feb,34997,22394,12603,2964,44822,55.9,730,0
CLI100,2026-03,Mar,34929,23167,11762,3193,45030,56.1,730,0
CLI100,2026-04,Abr,35056,22098,12958,3446,43792,54.6,731,0
CLI100,2026-05,May,34422,22791,11631,3672,44969,56.1,733,0
CLI100,2026-06,Jun,34346,23806,10540,3877,44181,55.1,734,0
CLI100,2026-07,Jul,34275,20868,13407,4139,45486,56.7,719,1
CLI100,2026-08,Ago,34242,22823,11419,4361,44680,55.7,718,0
CLI101,2026-01,Ene,22610,20774,1835,5832,0,0.0,660,0
CLI101,2026-02,Feb,23048,23004,45,5834,0,0.0,658,0
CLI101,2026-03,Mar,22820,21329,1492,5908,0,0.0,651,0
CLI101,2026-04,Abr,22539,21730,809,5948,0,0.0,635,2
CLI101,2026-05,May,23451,22671,780,5986,0,0.0,615,1
CLI101,2026-06,Jun,22813,22738,75,5990,0,0.0,612,0
CLI101,2026-07,Jul,22345,20909,1436,6061,0,0.0,609,0
CLI101,2026-08,Ago,22987,21357,1630,6141,0,0.0,601,0
CLI102,2026-01,Ene,29378,17367,12011,9619,0,0.0,507,0
CLI102,2026-02,Feb,29252,18213,11038,10808,0,0.0,511,0
CLI102,2026-03,Mar,29521,18205,11316,12027,0,0.0,517,0
CLI102,2026-04,Abr,28137,17439,10698,13179,0,0.0,518,0
CLI102,2026-05,May,29571,17580,11991,14471,0,0.0,522,0
CLI102,2026-06,Jun,29718,17322,12396,15806,0,0.0,522,0
CLI102,2026-07,Jul,28793,18783,10011,16884,0,0.0,526,0
CLI102,2026-08,Ago,28932,17783,11149,18085,0,0.0,528,0
CLI103,2026-01,Ene,21365,20555,810,5156,0,0.0,701,1
CLI103,2026-02,Feb,21742,18295,3447,5548,0,0.0,701,0
CLI103,2026-03,Mar,21227,18468,2758,5862,0,0.0,698,0
CLI103,2026-04,Abr,20910,19230,1680,6053,0,0.0,696,0
CLI103,2026-05,May,21015,18244,2771,6369,0,0.0,694,0
CLI103,2026-06,Jun,20669,18737,1932,6588,0,0.0,694,0
CLI103,2026-07,Jul,21369,19304,2065,6823,0,0.0,693,0
CLI103,2026-08,Ago,21307,18920,2387,7095,0,0.0,690,0
CLI104,2026-01,Ene,8732,4812,3920,5572,0,0.0,485,0
CLI104,2026-02,Feb,8674,4784,3890,6359,0,0.0,488,0
CLI104,2026-03,Mar,8445,5047,3398,7046,0,0.0,489,0
CLI104,2026-04,Abr,8839,4940,3899,7835,0,0.0,495,0
CLI104,2026-05,May,8843,5154,3688,8581,0,0.0,502,0
CLI104,2026-06,Jun,8937,5291,3645,9318,0,0.0,506,0
CLI104,2026-07,Jul,8603,5534,3069,9938,0,0.0,507,0
CLI104,2026-08,Ago,8696,5089,3607,10668,0,0.0,512,0
CLI105,2026-01,Ene,17552,10444,7108,5239,0,0.0,552,0
CLI105,2026-02,Feb,17557,11294,6263,5776,0,0.0,554,0
CLI105,2026-03,Mar,17425,9674,7751,6441,0,0.0,558,0
CLI105,2026-04,Abr,17913,9779,8134,7138,0,0.0,559,0
CLI105,2026-05,May,18129,11258,6871,7727,0,0.0,564,0
CLI105,2026-06,Jun,18241,10063,8178,8428,0,0.0,566,0
CLI105,2026-07,Jul,18035,9512,8522,9159,0,0.0,572,0
CLI105,2026-08,Ago,17745,10362,7383,9792,0,0.0,578,0
CLI106,2026-01,Ene,5849,3363,2486,3588,0,0.0,525,0
CLI106,2026-02,Feb,5637,3724,1912,3816,0,0.0,528,0
CLI106,2026-03,Mar,5673,3703,1969,4050,0,0.0,531,0
CLI106,2026-04,Abr,5809,3169,2640,4364,0,0.0,535,0
CLI106,2026-05,May,5795,3349,2446,4655,0,0.0,541,0
CLI106,2026-06,Jun,5908,3721,2187,4915,0,0.0,541,0
CLI106,2026-07,Jul,5767,3650,2118,5167,0,0.0,548,0
CLI106,2026-08,Ago,5768,3447,2321,5443,0,0.0,551,0
CLI107,2026-01,Ene,95676,53045,42631,21364,0,0.0,645,0
CLI107,2026-02,Feb,97953,57495,40458,23541,0,0.0,642,0
CLI107,2026-03,Mar,97787,58773,39013,25641,0,0.0,638,0
CLI107,2026-04,Abr,94657,58938,35719,27563,0,0.0,641,0
CLI107,2026-05,May,95499,53857,41642,29805,0,0.0,641,0
CLI107,2026-06,Jun,98172,56628,41544,32041,0,0.0,641,0
CLI107,2026-07,Jul,93158,55988,37170,34041,0,0.0,642,0
CLI107,2026-08,Ago,95367,57709,37658,36068,0,0.0,633,1
CLI108,2026-01,Ene,63648,54218,9430,15761,0,0.0,525,0
CLI108,2026-02,Feb,65495,58289,7206,16418,0,0.0,529,0
CLI108,2026-03,Mar,65448,56801,8647,17206,0,0.0,535,0
CLI108,2026-04,Abr,65166,54280,10885,18198,0,0.0,539,0
CLI108,2026-05,May,65481,62295,3186,18489,0,0.0,545,0
CLI108,2026-06,Jun,64363,60324,4039,18857,0,0.0,545,0
CLI108,2026-07,Jul,64023,56917,7106,19504,0,0.0,552,0
CLI108,2026-08,Ago,65296,59033,6263,20075,0,0.0,552,0
CLI109,2026-01,Ene,13037,11009,2028,3167,0,0.0,589,0
CLI109,2026-02,Feb,13662,9755,3908,3369,0,0.0,576,1
CLI109,2026-03,Mar,13555,9545,4010,3577,0,0.0,575,0
CLI109,2026-04,Abr,13281,10734,2548,3708,0,0.0,561,1
CLI109,2026-05,May,13538,10319,3220,3875,0,0.0,553,0
CLI109,2026-06,Jun,13163,10205,2958,4028,0,0.0,544,0
CLI109,2026-07,Jul,13606,9567,4039,4237,0,0.0,540,0
CLI109,2026-08,Ago,13308,10424,2884,4386,0,0.0,528,1
CLI110,2026-01,Ene,1047,753,293,252,0,0.0,539,0
CLI110,2026-02,Feb,1087,750,337,270,0,0.0,542,0
CLI110,2026-03,Mar,1052,745,307,287,0,0.0,547,0
CLI110,2026-04,Abr,1089,742,347,306,0,0.0,551,0
CLI110,2026-05,May,1058,735,323,324,0,0.0,551,0
CLI110,2026-06,Jun,1088,785,303,341,0,0.0,553,0
CLI110,2026-07,Jul,1088,700,388,362,0,0.0,555,0
CLI110,2026-08,Ago,1063,726,337,381,0,0.0,558,0
CLI111,2026-01,Ene,275809,202246,73563,102760,43046,31.5,669,0
CLI111,2026-02,Feb,274022,217481,56541,109133,40977,30.0,668,0
CLI111,2026-03,Mar,266922,212165,54757,115304,40532,29.7,672,0
CLI111,2026-04,Abr,278907,188237,90670,125524,41294,30.3,674,0
CLI111,2026-05,May,266869,187727,79141,134443,43481,31.9,673,0
CLI111,2026-06,Jun,267982,217958,50024,140081,42308,31.0,670,0
CLI111,2026-07,Jul,273791,197385,76406,148693,40008,29.3,661,1
CLI111,2026-08,Ago,271567,202291,69276,156501,42453,31.1,659,0
CLI112,2026-01,Ene,8353,6430,1923,525,0,0.0,738,0
CLI112,2026-02,Feb,7882,6527,1355,541,0,0.0,744,0
CLI112,2026-03,Mar,8193,5859,2334,569,0,0.0,748,0
CLI112,2026-04,Abr,7888,5836,2051,593,0,0.0,750,0
CLI112,2026-05,May,8032,5846,2186,619,0,0.0,755,0
CLI112,2026-06,Jun,7993,6463,1530,637,0,0.0,762,0
CLI112,2026-07,Jul,8242,6413,1829,659,0,0.0,766,0
CLI112,2026-08,Ago,8122,6040,2082,684,0,0.0,769,0
CLI113,2026-01,Ene,16538,12183,4355,7628,6220,53.3,608,0
CLI113,2026-02,Feb,17044,14105,2939,8061,6602,56.6,593,1
CLI113,2026-03,Mar,16391,14166,2224,8390,6726,57.7,591,0
CLI113,2026-04,Abr,17310,12582,4729,9088,6535,56.0,593,0
CLI113,2026-05,May,17081,13306,3775,9645,6461,55.4,589,0
CLI113,2026-06,Jun,17218,12096,5122,10401,6793,58.3,585,0
CLI113,2026-07,Jul,16885,12902,3983,10989,6989,59.9,583,0
CLI113,2026-08,Ago,16813,13124,3689,11534,6658,57.1,582,0
CLI114,2026-01,Ene,35193,32111,3081,28428,0,0.0,606,0
CLI114,2026-02,Feb,36419,33666,2753,29229,0,0.0,604,0
CLI114,2026-03,Mar,36552,35591,961,29509,0,0.0,600,0
CLI114,2026-04,Abr,35560,32674,2885,30350,0,0.0,588,1
CLI114,2026-05,May,35538,36694,-1157,30350,0,0.0,585,0
CLI114,2026-06,Jun,36524,36545,-21,30350,0,0.0,585,0
CLI114,2026-07,Jul,35200,32288,2912,31198,0,0.0,582,0
CLI114,2026-08,Ago,35922,33944,1978,31774,0,0.0,578,0
CLI115,2026-01,Ene,4675,2891,1784,4641,0,0.0,725,0
CLI115,2026-02,Feb,4796,2645,2151,5289,0,0.0,726,0
CLI115,2026-03,Mar,4706,2639,2067,5913,0,0.0,714,1
CLI115,2026-04,Abr,4628,2594,2035,6526,0,0.0,715,0
CLI115,2026-05,May,4629,2575,2053,7145,0,0.0,713,0
CLI115,2026-06,Jun,4812,2994,1819,7693,0,0.0,715,0
CLI115,2026-07,Jul,4797,2958,1839,8248,0,0.0,717,0
CLI115,2026-08,Ago,4682,2774,1908,8823,0,0.0,721,0
CLI116,2026-01,Ene,29690,20661,9029,14159,0,0.0,724,0
CLI116,2026-02,Feb,29459,21810,7648,15256,0,0.0,710,1
CLI116,2026-03,Mar,30391,22960,7431,16322,0,0.0,712,0
CLI116,2026-04,Abr,28677,22057,6620,17271,0,0.0,714,0
CLI116,2026-05,May,30323,22151,8172,18443,0,0.0,714,0
CLI116,2026-06,Jun,29738,22570,7168,19470,0,0.0,716,0
CLI116,2026-07,Jul,29355,20240,9115,20777,0,0.0,714,0
CLI116,2026-08,Ago,29542,21676,7866,21905,0,0.0,717,0
CLI117,2026-01,Ene,301007,254222,46784,46420,172671,57.2,600,0
CLI117,2026-02,Feb,305356,230995,74360,50975,179085,59.3,588,1
CLI117,2026-03,Mar,295464,243101,52363,54182,177569,58.8,588,0
CLI117,2026-04,Abr,294342,241462,52880,57421,173135,57.3,589,0
CLI117,2026-05,May,295951,226043,69908,61703,170574,56.5,593,0
CLI117,2026-06,Jun,293614,224334,69280,65946,162228,53.7,595,0
CLI117,2026-07,Jul,298028,224883,73145,70426,164797,54.6,593,0
CLI117,2026-08,Ago,299501,235521,63980,74345,164937,54.6,596,0
CLI118,2026-01,Ene,262187,182458,79729,131004,201430,56.3,727,0
CLI118,2026-02,Feb,260168,166047,94122,140511,204660,57.2,728,0
CLI118,2026-03,Mar,257536,185119,72418,147826,210672,58.9,730,0
CLI118,2026-04,Abr,266334,182328,84007,156312,201024,56.2,730,0
CLI118,2026-05,May,260338,162800,97538,166164,189693,53.0,730,0
CLI118,2026-06,Jun,271465,164527,106938,176966,182078,50.9,732,0
CLI118,2026-07,Jul,267146,160478,106667,187741,185486,51.8,721,1
CLI118,2026-08,Ago,264899,171166,93733,197209,192193,53.7,724,0
CLI119,2026-01,Ene,5066,3316,1750,2253,0,0.0,530,0
CLI119,2026-02,Feb,5132,3033,2099,2553,0,0.0,533,0
CLI119,2026-03,Mar,5056,3378,1678,2793,0,0.0,539,0
CLI119,2026-04,Abr,5014,3268,1746,3043,0,0.0,546,0
CLI119,2026-05,May,4957,3479,1478,3254,0,0.0,547,0
CLI119,2026-06,Jun,5138,3471,1667,3492,0,0.0,551,0
CLI119,2026-07,Jul,5142,3124,2018,3781,0,0.0,552,0
CLI119,2026-08,Ago,5029,3301,1728,4028,0,0.0,556,0
CLI120,2026-01,Ene,19081,14280,4802,3566,0,0.0,696,0
CLI120,2026-02,Feb,19461,14793,4668,3854,0,0.0,687,0
CLI120,2026-03,Mar,19258,14894,4364,4123,0,0.0,683,0
CLI120,2026-04,Abr,19672,14363,5309,4450,0,0.0,668,1
CLI120,2026-05,May,19855,13656,6199,4833,0,0.0,662,0
CLI120,2026-06,Jun,19913,13724,6190,5215,0,0.0,658,0
CLI120,2026-07,Jul,19346,14523,4823,5512,0,0.0,642,1
CLI120,2026-08,Ago,19354,13781,5573,5856,0,0.0,633,0
CLI121,2026-01,Ene,1146107,871300,274808,238273,0,0.0,723,0
CLI121,2026-02,Feb,1153759,851692,302067,261658,0,0.0,721,0
CLI121,2026-03,Mar,1183080,930103,252977,281242,0,0.0,719,0
CLI121,2026-04,Abr,1155212,817799,337412,307364,0,0.0,704,1
CLI121,2026-05,May,1154894,857842,297052,330360,0,0.0,704,0
CLI121,2026-06,Jun,1197335,925830,271505,351379,0,0.0,701,0
CLI121,2026-07,Jul,1187704,899216,288488,373713,0,0.0,703,0
CLI121,2026-08,Ago,1178696,870185,308511,397597,0,0.0,706,0
CLI122,2026-01,Ene,25987,22210,3777,2616,0,0.0,716,0
CLI122,2026-02,Feb,25012,20626,4386,2738,0,0.0,714,0
CLI122,2026-03,Mar,26241,21239,5003,2878,0,0.0,712,0
CLI122,2026-04,Abr,25551,22986,2565,2950,0,0.0,708,0
CLI122,2026-05,May,26149,22875,3274,3041,0,0.0,711,0
CLI122,2026-06,Jun,26184,23888,2297,3105,0,0.0,701,1
CLI122,2026-07,Jul,25734,21913,3821,3211,0,0.0,702,0
CLI122,2026-08,Ago,25678,22647,3031,3296,0,0.0,705,0
CLI123,2026-01,Ene,6612,4401,2212,2439,0,0.0,664,0
CLI123,2026-02,Feb,6473,4041,2433,2729,0,0.0,664,0
CLI123,2026-03,Mar,6632,3823,2809,3064,0,0.0,659,0
CLI123,2026-04,Abr,6655,3835,2820,3401,0,0.0,657,0
CLI123,2026-05,May,6434,3816,2618,3713,0,0.0,636,1
CLI123,2026-06,Jun,6704,3708,2996,4071,0,0.0,629,0
CLI123,2026-07,Jul,6608,4122,2485,4367,0,0.0,621,0
CLI123,2026-08,Ago,6567,4070,2497,4665,0,0.0,606,1
CLI124,2026-01,Ene,38580,35165,3415,17728,0,0.0,524,0
CLI124,2026-02,Feb,38479,33666,4813,18518,0,0.0,524,0
CLI124,2026-03,Mar,40260,33500,6760,19628,0,0.0,524,0
CLI124,2026-04,Abr,39334,36674,2660,20064,0,0.0,526,0
CLI124,2026-05,May,39444,33155,6288,21097,0,0.0,527,0
CLI124,2026-06,Jun,38752,37454,1297,21309,0,0.0,529,0
CLI124,2026-07,Jul,39988,36073,3915,21952,0,0.0,534,0
CLI124,2026-08,Ago,39267,34563,4704,22724,0,0.0,538,0
CLI125,2026-01,Ene,22556,18209,4347,1758,9226,19.6,604,0
CLI125,2026-02,Feb,23117,18250,4866,1891,8811,18.7,604,0
CLI125,2026-03,Mar,22218,16603,5615,2045,8345,17.7,605,0
CLI125,2026-04,Abr,22948,18410,4537,2169,7951,16.9,607,0
CLI125,2026-05,May,22416,16428,5988,2333,7620,16.2,610,0
CLI125,2026-06,Jun,23231,18748,4483,2456,7082,15.1,611,0
CLI125,2026-07,Jul,23518,15776,7742,2668,7384,15.7,617,0
CLI125,2026-08,Ago,22849,17304,5545,2820,7099,15.1,624,0
CLI126,2026-01,Ene,6124,5215,909,3640,1292,29.4,617,1
CLI126,2026-02,Feb,6445,5224,1221,3768,1224,27.9,620,0
CLI126,2026-03,Mar,6231,5177,1054,3879,1242,28.3,619,0
CLI126,2026-04,Abr,6346,5943,403,3921,1293,29.5,618,0
CLI126,2026-05,May,6460,5252,1208,4048,1248,28.4,615,0
CLI126,2026-06,Jun,6213,5412,802,4132,1289,29.4,613,0
CLI126,2026-07,Jul,6423,5320,1103,4248,1208,27.5,609,0
CLI126,2026-08,Ago,6281,5585,696,4321,1260,28.7,608,0
CLI127,2026-01,Ene,44571,26746,17825,4399,38375,65.5,676,1
CLI127,2026-02,Feb,43740,26522,17218,4932,37121,63.4,678,0
CLI127,2026-03,Mar,44506,26201,18305,5499,39167,66.9,675,0
CLI127,2026-04,Abr,43663,26314,17349,6036,40558,69.3,673,0
CLI127,2026-05,May,44142,27321,16821,6557,42871,73.2,676,0
CLI127,2026-06,Jun,43816,25590,18226,7122,43218,73.8,674,0
CLI127,2026-07,Jul,43464,26574,16890,7645,41436,70.8,676,0
CLI127,2026-08,Ago,43775,26293,17482,8186,40526,69.2,675,0
CLI128,2026-01,Ene,14032,8740,5292,1424,0,0.0,673,1
CLI128,2026-02,Feb,14163,9282,4881,1603,0,0.0,676,0
CLI128,2026-03,Mar,13796,9204,4593,1772,0,0.0,674,0
CLI128,2026-04,Abr,14007,9950,4058,1920,0,0.0,674,0
CLI128,2026-05,May,14474,9355,5119,2108,0,0.0,677,0
CLI128,2026-06,Jun,14403,8904,5499,2309,0,0.0,673,0
CLI128,2026-07,Jul,14454,8776,5678,2517,0,0.0,673,0
CLI128,2026-08,Ago,14215,9233,4982,2700,0,0.0,670,0
CLI129,2026-01,Ene,43632,28070,15563,5767,0,0.0,553,0
CLI129,2026-02,Feb,44679,28344,16336,6543,0,0.0,557,0
CLI129,2026-03,Mar,43714,27987,15727,7290,0,0.0,559,0
CLI129,2026-04,Abr,43801,27850,15951,8047,0,0.0,562,0
CLI129,2026-05,May,44521,28973,15547,8786,0,0.0,563,0
CLI129,2026-06,Jun,43013,28797,14216,9461,0,0.0,563,0
CLI129,2026-07,Jul,42439,27244,15196,10183,0,0.0,564,0
CLI129,2026-08,Ago,43454,27537,15917,10939,0,0.0,569,0
CLI130,2026-01,Ene,27258,22001,5257,18041,6366,37.2,691,0
CLI130,2026-02,Feb,26654,19943,6711,19656,6455,37.7,693,0
CLI130,2026-03,Mar,26528,20607,5921,21081,6161,36.0,695,0
CLI130,2026-04,Abr,27319,19488,7831,22966,6402,37.4,695,0
CLI130,2026-05,May,27319,19400,7919,24871,6083,35.5,692,0
CLI130,2026-06,Jun,26680,21976,4704,26004,6124,35.8,684,1
CLI130,2026-07,Jul,27579,21401,6178,27490,6451,37.7,683,0
CLI130,2026-08,Ago,27233,21280,5953,28923,6472,37.8,681,0
CLI131,2026-01,Ene,26006,20792,5214,5748,61846,72.9,542,0
CLI131,2026-02,Feb,26481,23399,3082,5954,65623,77.3,540,0
CLI131,2026-03,Mar,26006,22504,3502,6189,64938,76.5,538,0
CLI131,2026-04,Abr,25554,22237,3317,6411,67701,79.7,535,0
CLI131,2026-05,May,26338,20220,6118,6821,71587,84.3,538,0
CLI131,2026-06,Jun,27041,23327,3714,7070,73524,86.6,538,0
CLI131,2026-07,Jul,26760,22358,4402,7365,76123,89.7,539,0
CLI131,2026-08,Ago,26309,22094,4215,7647,81839,96.4,538,0
CLI132,2026-01,Ene,9186,6021,3164,940,0,0.0,500,0
CLI132,2026-02,Feb,9202,5629,3573,1029,0,0.0,507,0
CLI132,2026-03,Mar,8996,5651,3345,1112,0,0.0,512,0
CLI132,2026-04,Abr,9390,5618,3772,1206,0,0.0,517,0
CLI132,2026-05,May,9216,5889,3327,1289,0,0.0,518,0
CLI132,2026-06,Jun,9081,5443,3637,1379,0,0.0,519,0
CLI132,2026-07,Jul,9329,6183,3145,1457,0,0.0,526,0
CLI132,2026-08,Ago,9196,5756,3440,1543,0,0.0,527,0
CLI133,2026-01,Ene,7939,7304,635,3024,6858,36.2,621,0
CLI133,2026-02,Feb,8148,7460,688,3091,6855,36.2,627,0
CLI133,2026-03,Mar,8029,7486,543,3144,6730,35.6,628,0
CLI133,2026-04,Abr,8285,6838,1447,3286,7108,37.5,632,0
CLI133,2026-05,May,8242,7068,1174,3401,7027,37.1,634,0
CLI133,2026-06,Jun,7944,7296,647,3464,7055,37.3,637,0
CLI133,2026-07,Jul,8372,7543,829,3545,7288,38.5,642,0
CLI133,2026-08,Ago,8155,7460,695,3613,7288,38.5,647,0
CLI134,2026-01,Ene,338390,335627,2764,45508,130286,31.9,816,0
CLI134,2026-02,Feb,344038,301672,42365,46184,123457,30.2,802,1
CLI134,2026-03,Mar,336517,290443,46074,46918,116085,28.4,801,0
CLI134,2026-04,Abr,354459,330452,24006,47301,110185,27.0,804,0
CLI134,2026-05,May,354236,300747,53489,48154,114246,28.0,801,0
CLI134,2026-06,Jun,353492,328204,25288,48557,107577,26.4,800,0
CLI134,2026-07,Jul,340334,320884,19450,48867,109507,26.8,801,0
CLI134,2026-08,Ago,344339,315510,28829,49327,102863,25.2,801,0
CLI135,2026-01,Ene,542587,407756,134831,124795,0,0.0,769,0
CLI135,2026-02,Feb,560778,418573,142205,135366,0,0.0,767,0
CLI135,2026-03,Mar,554144,424857,129287,144978,0,0.0,770,0
CLI135,2026-04,Abr,545259,416100,129159,154579,0,0.0,774,0
CLI135,2026-05,May,539574,376836,162738,166677,0,0.0,770,0
CLI135,2026-06,Jun,548204,416756,131448,176449,0,0.0,760,1
CLI135,2026-07,Jul,549390,401187,148203,187467,0,0.0,756,0
CLI135,2026-08,Ago,545545,394295,151250,198711,0,0.0,760,0
CLI136,2026-01,Ene,26976,24920,2056,3030,6731,38.6,548,0
CLI136,2026-02,Feb,26799,24535,2264,3154,6557,37.6,555,0
CLI136,2026-03,Mar,26841,23777,3064,3321,6814,39.1,560,0
CLI136,2026-04,Abr,27574,25511,2063,3433,6582,37.8,561,0
CLI136,2026-05,May,26300,24147,2153,3551,6867,39.4,568,0
CLI136,2026-06,Jun,26098,23034,3064,3718,7212,41.4,570,0
CLI136,2026-07,Jul,26441,26490,-50,3718,6889,39.5,574,0
CLI136,2026-08,Ago,26877,24331,2546,3857,6567,37.7,577,0
CLI137,2026-01,Ene,4516,4311,206,2152,0,0.0,547,0
CLI137,2026-02,Feb,4500,4128,372,2191,0,0.0,550,0
CLI137,2026-03,Mar,4549,4097,452,2239,0,0.0,553,0
CLI137,2026-04,Abr,4770,4462,307,2272,0,0.0,559,0
CLI137,2026-05,May,4760,4120,639,2340,0,0.0,560,0
CLI137,2026-06,Jun,4571,4460,111,2352,0,0.0,562,0
CLI137,2026-07,Jul,4755,4180,575,2413,0,0.0,565,0
CLI137,2026-08,Ago,4631,4179,452,2461,0,0.0,569,0
CLI138,2026-01,Ene,17416,13305,4111,3522,5573,41.2,767,0
CLI138,2026-02,Feb,16980,12942,4038,3764,5386,39.8,765,0
CLI138,2026-03,Mar,17305,13318,3987,4003,5509,40.7,754,1
CLI138,2026-04,Abr,17337,11993,5344,4323,5493,40.6,757,0
CLI138,2026-05,May,17640,12478,5162,4632,5645,41.7,755,0
CLI138,2026-06,Jun,17313,13428,3885,4865,5541,41.0,753,0
CLI138,2026-07,Jul,17694,13532,4162,5115,5695,42.1,753,0
CLI138,2026-08,Ago,17494,13132,4362,5376,5791,42.8,753,0
CLI139,2026-01,Ene,73294,43740,29554,11481,0,0.0,591,0
CLI139,2026-02,Feb,73229,46097,27133,12347,0,0.0,590,0
CLI139,2026-03,Mar,73562,49768,23795,13106,0,0.0,585,0
CLI139,2026-04,Abr,71131,47227,23904,13868,0,0.0,572,1
CLI139,2026-05,May,73391,48670,24721,14657,0,0.0,564,0
CLI139,2026-06,Jun,70974,47894,23080,15393,0,0.0,556,0
CLI139,2026-07,Jul,72515,47803,24711,16182,0,0.0,541,1
CLI139,2026-08,Ago,71568,46414,25154,16984,0,0.0,523,1
CLI140,2026-01,Ene,16577,11428,5149,9503,0,0.0,720,0
CLI140,2026-02,Feb,16572,10448,6124,10767,0,0.0,724,0
CLI140,2026-03,Mar,16229,9672,6557,12120,0,0.0,729,0
CLI140,2026-04,Abr,16299,10992,5308,13215,0,0.0,735,0
CLI140,2026-05,May,16104,9730,6375,14531,0,0.0,741,0
CLI140,2026-06,Jun,16525,11328,5197,15603,0,0.0,748,0
CLI140,2026-07,Jul,16755,10303,6453,16935,0,0.0,749,0
CLI140,2026-08,Ago,16480,10537,5943,18161,0,0.0,753,0
CLI141,2026-01,Ene,1684,1224,460,720,2523,38.0,618,0
CLI141,2026-02,Feb,1757,1209,547,805,2389,35.9,623,0
CLI141,2026-03,Mar,1715,1087,628,901,2230,33.6,628,0
CLI141,2026-04,Abr,1727,1143,584,991,2113,31.8,633,0
CLI141,2026-05,May,1752,1064,688,1097,2085,31.4,635,0
CLI141,2026-06,Jun,1769,1183,586,1188,2024,30.4,638,0
CLI141,2026-07,Jul,1703,1169,534,1270,1994,30.0,640,0
CLI141,2026-08,Ago,1719,1142,577,1359,1981,29.8,647,0
CLI142,2026-01,Ene,30838,18476,12362,4276,0,0.0,570,0
CLI142,2026-02,Feb,31465,18395,13070,4758,0,0.0,571,0
CLI142,2026-03,Mar,30840,18013,12828,5231,0,0.0,575,0
CLI142,2026-04,Abr,30321,18278,12043,5675,0,0.0,580,0
CLI142,2026-05,May,29914,20852,9061,6010,0,0.0,585,0
CLI142,2026-06,Jun,31235,20673,10562,6399,0,0.0,591,0
CLI142,2026-07,Jul,30570,20229,10341,6781,0,0.0,593,0
CLI142,2026-08,Ago,30561,19219,11342,7199,0,0.0,594,0
CLI143,2026-01,Ene,202277,120636,81641,8512,145327,43.8,546,0
CLI143,2026-02,Feb,209259,130204,79055,9610,147563,44.5,549,0
CLI143,2026-03,Mar,205912,121485,84427,10782,146776,44.3,549,0
CLI143,2026-04,Abr,208562,131386,77176,11854,146480,44.2,556,0
CLI143,2026-05,May,202532,115509,87024,13063,146652,44.2,559,0
CLI143,2026-06,Jun,207743,124306,83437,14222,140191,42.3,561,0
CLI143,2026-07,Jul,209470,123438,86032,15417,132800,40.0,565,0
CLI143,2026-08,Ago,203695,126904,76791,16484,134333,40.5,572,0
CLI144,2026-01,Ene,2532,1644,888,1226,2643,56.6,563,0
CLI144,2026-02,Feb,2557,1827,730,1308,2639,56.5,567,0
CLI144,2026-03,Mar,2528,1781,748,1392,2778,59.5,568,0
CLI144,2026-04,Abr,2574,1672,902,1493,2878,61.6,571,0
CLI144,2026-05,May,2644,1650,994,1604,3033,64.9,573,0
CLI144,2026-06,Jun,2613,1639,974,1713,2925,62.6,576,0
CLI144,2026-07,Jul,2507,1613,895,1814,3025,64.8,576,0
