cliente_id,tipo_cliente,edad,sexo,estado_civil,numero_dependientes,nivel_educativo,estado_residencia,tipo_localidad,situacion_laboral,sector_actividad,antiguedad_laboral_o_negocio_anios,ingreso_mensual_mxn,ventas_mensuales_mxn,gastos_mensuales_mxn,capacidad_ahorro_mensual_mxn,antiguedad_cliente_anios,numero_productos_bancarios,tiene_cuenta_debito,tiene_tarjeta_credito,tiene_credito_personal,tiene_credito_automotriz,tiene_credito_hipotecario,tiene_credito_empresarial,tiene_inversiones,saldo_promedio_cuenta_mxn,saldo_tarjeta_credito_mxn,limite_credito_mxn,tiene_historial_crediticio,antiguedad_historial_crediticio_anios,score_crediticio,clasificacion_crediticia,creditos_activos,creditos_liquidados,pagos_atrasados_ultimos_12_meses,atraso_maximo_dias,tiene_creditos_vencidos,saldo_total_deuda_mxn,porcentaje_utilizacion_credito,consultas_crediticias_ultimos_12_meses,reestructuracion_deuda_previa,incumplimiento_crediticio_previo,nivel_riesgo_crediticio,transacciones_mensuales,gasto_mensual_tarjeta_mxn,porcentaje_uso_limite_credito,meses_con_saldo_vencido,nivel_ahorro,perfil_financiero,nivel_endeudamiento,usa_app_movil,sesiones_app_por_mes,transferencias_digitales_mes,pagos_servicios_app_mes,retiros_cajero_mes,visitas_sucursal_mes,canal_preferido,nivel_experiencia_digital,contactos_soporte_ultimos_6_meses,problema_mas_frecuente,satisfaccion_cliente,nps,considera_cambiar_banco,principal_objetivo_financiero,producto_interes,prefiere_atencion_personalizada
CLI118,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Baja California,Suburbana,Empresario,Comercio,3,No aplica,264899,171166,93733,3,3,Sí,Sí,No,No,No,No,Sí,197209,192193,357860,Sí,2,724,Buena,0,1,1,15,No,192193,53.7,2,No,No,Medio,30,232194,53.7,0,Alto,Dinámico,Medio,Sí,19,5,1,2,0,Cajero,Medio,1,Aclaraciones,4,6,No,Ahorrar,Cuenta de ahorro,Sí
CLI119,Persona Física,22,Masculino,Casado,2,Preparatoria,Jalisco,Urbana,Estudiante,Servicios,0,5029,No aplica,3301,1728,0,2,Sí,No,Sí,No,No,No,No,4028,0,0,No,0,556,Regular,0,0,0,0,No,0,0.0,0,No,No,Alto,13,0,0.0,0,Alto,Conservador,Bajo,Sí,17,8,7,2,1,App móvil,Medio,1,Tarjeta,7,5,No,Comprar automóvil,Tarjeta de crédito,No
CLI120,Persona Física,44,Masculino,Casado,0,Universidad,Hidalgo,Urbana,Empleado,Salud,6,19354,No aplica,13781,5573,4,1,Sí,No,No,No,No,No,No,5856,0,0,Sí,10,633,Regular,2,4,3,60,No,26107,0.0,1,No,Sí,Alto,16,0,0.0,0,Alto,Dinámico,Medio,Sí,11,4,5,2,0,App móvil,Alto,1,Tarjeta,6,3,Sí,Invertir,Tarjeta de crédito,No
CLI121,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Tabasco,Urbana,Empresario,Construcción,45,No aplica,1178696,870185,308511,6,2,Sí,No,No,No,No,No,Sí,397597,0,0,Sí,6,706,Buena,2,0,1,90,No,60466,0.0,0,No,No,Bajo,40,0,0.0,2,Alto,Moderado,Bajo,Sí,9,1,0,2,0,Cajero,Alto,2,Tarjeta,5,4,No,Capital de trabajo,Inversión,Sí
CLI122,Persona Física,51,Femenino,Viudo,1,Secundaria,Sonora,Suburbana,Independiente,Alimentos,1,25678,No aplica,22647,3031,2,2,Sí,No,Sí,No,No,No,No,3296,0,0,Sí,2,705,Buena,1,1,2,15,No,24690,0.0,3,Sí,No,Bajo,14,0,0.0,0,Medio,Moderado,Bajo,Sí,16,6,4,3,0,Sucursal,Medio,0,Ninguno,6,7,Sí,Comprar automóvil,Ninguno,No
CLI123,Persona Física,18,Masculino,Soltero,0,Secundaria,Sonora,Urbana,Estudiante,Logística,0,6567,No aplica,4070,2497,1,1,Sí,No,No,No,No,No,No,4665,0,0,Sí,1,606,Regular,0,0,3,120,No,0,0.0,4,No,No,Medio,17,0,0.0,0,Alto,Moderado,Bajo,Sí,13,3,3,1,0,App móvil,Bajo,2,Aclaraciones,6,7,No,Crear fondo de emergencia,Crédito personal,No
CLI124,Persona Física,39,Femenino,Soltero,2,Preparatoria,Guanajuato,Urbana,Empleado,Alimentos,17,39267,No aplica,34563,4704,6,2,Sí,No,No,Sí,No,No,No,22724,0,0,No,0,538,Baja,0,0,0,0,No,0,0.0,1,No,No,Medio,13,0,0.0,0,Medio,Conservador,Bajo,Sí,14,3,4,2,0,Sucursal,Alto,2,Aclaraciones,5,5,Sí,Crear fondo de emergencia,Crédito personal,No
CLI125,Persona Física,25,Femenino,Casado,2,Preparatoria,Jalisco,Suburbana,Empleado,Educación,7,22849,No aplica,17304,5545,0,4,Sí,Sí,No,Sí,Sí,No,No,2820,7099,46983,No,0,624,Regular,0,0,0,0,No,7099,15.1,3,No,No,Medio,23,9391,15.1,0,Medio,Dinámico,Bajo,Sí,19,7,5,1,1,App móvil,Alto,0,Ninguno,10,10,No,Comprar vivienda,Ninguno,No
CLI126,Persona Física,40,Femenino,Soltero,1,Secundaria,Chiapas,Suburbana,Empresario,Salud,18,6281,No aplica,5585,696,3,3,Sí,Sí,Sí,No,No,No,No,4321,1260,4394,Sí,10,608,Regular,1,4,1,15,No,5560,28.7,0,No,No,Medio,18,1520,28.7,0,Medio,Dinámico,Bajo,Sí,21,5,1,2,0,App móvil,Medio,1,Aclaraciones,6,6,No,Ahorrar,Tarjeta de crédito,Sí
CLI127,Persona Física,35,Femenino,Unión libre,1,Universidad,Coahuila,Urbana,Independiente,Salud,14,43775,No aplica,26293,17482,1,3,Sí,Sí,No,No,Sí,No,No,8186,40526,58592,Sí,2,675,Buena,2,1,2,30,No,102492,69.2,3,No,No,Bajo,10,12086,69.2,0,Alto,Conservador,Medio,Sí,19,6,6,0,0,App móvil,Alto,0,Ninguno,6,7,No,Pagar deudas,Ninguno,No
CLI128,Persona Física,53,Masculino,Casado,0,Preparatoria,Michoacán,Rural,Empleado,Gobierno,11,14215,No aplica,9233,4982,2,1,Sí,No,No,No,No,No,No,2700,0,0,Sí,2,670,Buena,1,0,1,15,No,33948,0.0,0,No,No,Bajo,18,0,0.0,0,Alto,Moderado,Medio,No,0,0,0,2,1,Cajero,Alto,2,Créditos,7,8,No,Viajar,Cuenta de ahorro,No
CLI129,Persona Física,59,Masculino,Soltero,2,Preparatoria,Michoacán,Urbana,Empresario,Manufactura,1,43454,No aplica,27537,15917,0,2,Sí,No,No,No,No,No,Sí,10939,0,0,No,0,569,Regular,0,0,0,0,No,0,0.0,1,No,No,Alto,15,0,0.0,0,Alto,Conservador,Bajo,No,0,0,1,4,2,App móvil,Bajo,3,Transferencias,6,6,No,Viajar,Crédito personal,No
CLI130,Persona Física,28,Femenino,Soltero,0,Universidad,Morelos,Urbana,Empresario,Tecnología,10,27233,No aplica,21280,5953,10,3,Sí,Sí,Sí,No,No,No,No,28923,6472,17137,Sí,3,681,Buena,3,1,2,30,No,34783,37.8,2,No,No,Bajo,19,8824,37.8,1,Medio,Conservador,Medio,Sí,18,6,6,4,1,Web,Medio,2,App,6,5,No,Comprar vivienda,Ninguno,Sí
CLI131,Persona Física,38,Femenino,Soltero,2,Universidad,Oaxaca,Rural,Empleado,Construcción,1,26309,No aplica,22094,4215,1,4,Sí,Sí,Sí,No,No,No,Sí,7647,81839,84907,No,0,538,Baja,0,0,0,0,No,81839,96.4,0,No,No,Alto,18,25318,96.4,0,Medio,Dinámico,Alto,Sí,19,4,2,0,1,Web,Medio,1,Créditos,3,4,Sí,Pagar deudas,Hipoteca,Sí
CLI132,Persona Física,80,Femenino,Unión libre,0,Preparatoria,Michoacán,Suburbana,Jubilado,Construcción,8,9196,No aplica,5756,3440,2,1,Sí,No,No,No,No,No,No,1543,0,0,No,0,527,Baja,0,0,0,0,No,0,0.0,1,No,No,Medio,10,0,0.0,1,Alto,Conservador,Bajo,No,0,1,1,7,1,Cajero,Bajo,1,Transferencias,4,5,No,Comprar vivienda,Hipoteca,No
CLI133,Persona Física,40,Femenino,Viudo,2,Secundaria,Yucatán,Urbana,Empleado,Educación,16,8155,No aplica,7460,695,1,2,Sí,Sí,No,No,No,No,No,3613,7288,18906,No,0,647,Regular,0,0,0,0,No,7288,38.5,0,No,No,Medio,21,13136,38.5,0,Medio,Moderado,Medio,Sí,12,6,5,2,0,App móvil,Alto,1,Tarjeta,8,8,No,Comprar automóvil,Ninguno,No
CLI134,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Oaxaca,Urbana,Empresario,Comercio,7,No aplica,344339,315510,28829,3,4,Sí,Sí,No,No,No,Sí,Sí,49327,102863,407412,Sí,16,801,Excelente,6,2,1,15,No,342163,25.2,2,No,No,Bajo,36,103964,25.2,0,Medio,Conservador,Bajo,Sí,9,6,3,6,0,Sucursal,Medio,1,Créditos,6,9,No,Expandir negocio,Ninguno,No
CLI135,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Morelos,Urbana,Empresario,Manufactura,9,No aplica,545545,394295,151250,2,1,Sí,No,No,No,No,No,No,198711,0,0,Sí,7,760,Excelente,0,2,1,30,No,0,0.0,1,No,No,Bajo,39,0,0.0,0,Alto,Conservador,Bajo,Sí,13,7,4,1,1,App móvil,Alto,0,Ninguno,6,5,Sí,Invertir,Cuenta de ahorro,No
CLI136,Persona Física,55,Femenino,Casado,4,Preparatoria,Hidalgo,Urbana,Empleado,Servicios,0,26877,No aplica,24331,2546,2,3,Sí,Sí,No,No,No,No,Sí,3857,6567,17426,No,0,577,Regular,0,0,0,0,No,6567,37.7,2,No,No,Medio,16,8226,37.7,0,Medio,Dinámico,Medio,No,0,2,0,4,1,Atención telefónica,Alto,1,Aclaraciones,3,4,No,Ahorrar,Seguro,Sí
CLI137,Persona Física,62,Masculino,Casado,0,Secundaria,Chihuahua,Urbana,Independiente,Alimentos,0,4631,No aplica,4179,452,0,1,Sí,No,No,No,No,No,No,2461,0,0,No,0,569,Regular,0,0,0,0,No,0,0.0,0,No,No,Medio,21,0,0.0,0,Medio,Moderado,Bajo,Sí,7,4,6,0,0,App móvil,Alto,2,Acceso a cuenta,7,8,No,Emprender,Crédito personal,No
CLI138,Persona Física,44,Femenino,Soltero,0,Universidad,Zacatecas,Suburbana,Empleado,Tecnología,3,17494,No aplica,13132,4362,5,2,Sí,Sí,No,No,No,No,No,5376,5791,13525,Sí,4,753,Excelente,2,1,2,15,No,45076,42.8,1,No,No,Bajo,22,8684,42.8,0,Medio,Moderado,Medio,Sí,11,6,3,0,0,App móvil,Alto,1,Transferencias,8,10,No,Pagar deudas,Inversión,Sí
CLI139,Persona Física,29,Masculino,Casado,2,Universidad,Puebla,Urbana,Empresario,Construcción,8,71568,No aplica,46414,25154,0,2,Sí,No,No,Sí,No,No,No,16984,0,0,Sí,2,523,Baja,1,1,4,15,No,23108,0.0,1,No,Sí,Alto,22,0,0.0,0,Alto,Conservador,Bajo,Sí,17,9,6,3,0,Web,Medio,2,Transferencias,3,3,No,Viajar,Inversión,No
CLI140,Persona Física,57,Masculino,Soltero,1,Preparatoria,Michoacán,Urbana,Empleado,Servicios,2,16480,No aplica,10537,5943,11,3,Sí,No,Sí,Sí,No,No,No,18161,0,0,Sí,3,753,Excelente,2,0,0,0,No,41306,0.0,2,No,No,Medio,20,0,0.0,1,Alto,Moderado,Medio,Sí,4,6,2,2,1,App móvil,Bajo,0,Ninguno,7,7,No,Crear fondo de emergencia,Inversión,No
CLI141,Persona Física,53,Femenino,Casado,0,Preparatoria,Puebla,Urbana,Desempleado,Gobierno,0,1719,No aplica,1142,577,5,2,Sí,Sí,No,No,No,No,No,1359,1981,6649,Sí,1,647,Regular,1,0,0,0,No,7093,29.8,7,No,No,Bajo,14,2581,29.8,1,Alto,Dinámico,Alto,No,0,1,0,1,0,Cajero,Alto,2,Transferencias,6,7,Sí,Ahorrar,Tarjeta de crédito,No
CLI142,Persona Física,50,Masculino,Soltero,0,Universidad,Querétaro,Urbana,Empleado,Manufactura,4,30561,No aplica,19219,11342,1,2,Sí,No,No,No,No,No,Sí,7199,0,0,No,0,594,Regular,0,0,0,0,No,0,0.0,1,No,No,Medio,16,0,0.0,0,Alto,Conservador,Bajo,Sí,7,3,2,1,2,App móvil,Medio,1,Transferencias,7,8,No,Invertir,Ninguno,Sí
CLI143,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Sinaloa,Rural,Empresario,Servicios,9,No aplica,203695,126904,76791,9,4,Sí,Sí,No,Sí,No,No,Sí,16484,134333,331463,No,0,572,Regular,0,0,0,0,No,134333,40.5,0,No,No,Medio,39,84558,40.5,1,Alto,Moderado,Medio,Sí,13,5,3,2,2,Web,Bajo,1,Créditos,7,6,No,Capital de trabajo,Crédito empresarial,No
CLI144,Persona Física,31,Masculino,Soltero,0,Preparatoria,Jalisco,Suburbana,Desempleado,Salud,0,2573,No aplica,1685,888,0,2,Sí,Sí,No,No,No,No,No,1913,2971,4672,No,0,574,Regular,0,0,0,0,No,2971,63.6,1,No,No,Alto,19,3101,63.6,0,Alto,Moderado,Medio,Sí,10,6,2,2,1,Cajero,Medio,4,Transferencias,3,5,Sí,Comprar automóvil,Hipoteca,No
CLI145,Persona Física,45,Masculino,Casado,0,Preparatoria,San Luis Potosí,Rural,Empleado,Tecnología,2,16565,No aplica,12071,4494,0,1,Sí,No,No,No,No,No,No,22571,0,0,No,0,638,Regular,0,0,0,0,No,0,0.0,1,No,No,Medio,18,0,0.0,1,Alto,Moderado,Bajo,Sí,9,6,6,0,0,Sucursal,Medio,3,App,7,6,Sí,Viajar,Cuenta de ahorro,Sí
CLI146,Persona Física,18,Masculino,Soltero,0,Preparatoria,Chiapas,Suburbana,Estudiante,Comercio,0,248,No aplica,230,18,1,1,Sí,No,No,No,No,No,No,920,0,0,Sí,1,655,Buena,0,0,2,60,No,0,0.0,0,No,No,Medio,22,0,0.0,0,Bajo,Conservador,Bajo,Sí,15,5,4,5,0,Cajero,Alto,0,Ninguno,7,7,No,Comprar vivienda,Inversión,No
CLI147,Persona Física,46,Femenino,Casado,1,Secundaria,Veracruz,Urbana,Empresario,Alimentos,5,14560,No aplica,10603,3957,7,2,Sí,No,Sí,No,No,No,No,3999,0,0,Sí,5,620,Regular,1,3,2,120,No,35495,0.0,1,No,No,Medio,26,0,0.0,0,Alto,Conservador,Medio,Sí,7,8,1,0,0,Web,Medio,1,Acceso a cuenta,5,5,No,Emprender,Tarjeta de crédito,No
CLI148,Persona Física,21,Otro/Prefiere no decir,Soltero,1,Secundaria,San Luis Potosí,Urbana,Estudiante,Manufactura,0,3785,No aplica,3199,586,2,3,Sí,Sí,Sí,No,No,No,No,1410,2040,5367,No,0,620,Regular,0,0,0,0,No,2040,38.0,0,No,No,Medio,20,1858,38.0,0,Medio,Conservador,Medio,Sí,19,3,4,1,0,Sucursal,Alto,2,Transferencias,7,5,No,Emprender,Hipoteca,No
CLI149,Persona Física,43,Femenino,Casado,2,Universidad,Hidalgo,Urbana,Empleado,Educación,5,18323,No aplica,16523,1800,2,2,Sí,Sí,No,No,No,No,No,3621,14324,24255,Sí,3,737,Buena,1,1,0,0,No,22229,59.1,1,No,No,Bajo,21,6560,59.1,0,Medio,Moderado,Medio,Sí,13,6,6,0,1,App móvil,Alto,0,Ninguno,8,8,Sí,Viajar,Crédito personal,No
CLI150,Persona Física,18,Masculino,Unión libre,2,Secundaria,Quintana Roo,Urbana,Empleado,Alimentos,1,17364,No aplica,14901,2463,1,1,Sí,No,No,No,No,No,No,6326,0,0,Sí,1,709,Buena,0,1,0,0,No,0,0.0,2,No,No,Bajo,18,0,0.0,0,Medio,Moderado,Bajo,Sí,19,7,5,1,0,Web,Medio,1,Aclaraciones,3,4,Sí,Comprar automóvil,Tarjeta de crédito,No
